Years,Country,HappinessRank,HappinessScore,Economy,Family,Health,Freedom,Generosity,Trust,DystopiaResidual,CountryCode,Region,IncomeGroup,OECD
2019,georgia,119,4.52,0.89,0.67,0.75,0.35,0.04,0.16,1.66,GEO,Europe & Central Asia,Upper middle income,0
2019,ghana,98,5.0,0.61,0.87,0.49,0.38,0.25,0.04,2.37,GHA,Sub-Saharan Africa,Lower middle income,0
2019,guinea,118,4.53,0.38,0.83,0.38,0.33,0.21,0.09,2.33,GIN,Sub-Saharan Africa,Low income,0
2019,greece,82,5.29,1.18,1.16,1.0,0.07,0.0,0.03,1.85,GRC,Europe & Central Asia,High income,1
2019,guatemala,27,6.44,0.8,1.27,0.75,0.54,0.18,0.08,2.83,GTM,Latin America & Caribbean,Upper middle income,0
2019,"hong kong sar, china",76,5.43,1.44,1.28,1.12,0.44,0.26,0.29,0.61,HKG,East Asia & Pacific,High income,0
2019,honduras,59,5.86,0.64,1.24,0.83,0.51,0.25,0.08,2.32,HND,Latin America & Caribbean,Lower middle income,0
2019,croatia,75,5.43,1.16,1.27,0.91,0.3,0.12,0.02,1.66,HRV,Europe & Central Asia,High income,0
2019,haiti,147,3.6,0.32,0.69,0.45,0.03,0.42,0.11,1.58,HTI,Latin America & Caribbean,Low income,0
2019,hungary,62,5.76,1.2,1.41,0.83,0.2,0.08,0.02,2.02,HUN,Europe & Central Asia,High income,1
2019,indonesia,92,5.19,0.93,1.2,0.66,0.49,0.5,0.03,1.38,IDN,East Asia & Pacific,Lower middle income,0
2019,india,140,4.02,0.76,0.77,0.59,0.5,0.2,0.09,1.12,IND,South Asia,Lower middle income,0
2019,ireland,16,7.02,1.5,1.55,1.0,0.52,0.3,0.31,1.85,IRL,Europe & Central Asia,High income,1
2019,iran,117,4.55,1.1,0.84,0.79,0.31,0.27,0.13,1.12,IRN,Middle East & North Africa,Upper middle income,0
2019,iraq,126,4.44,1.04,0.98,0.57,0.24,0.15,0.09,1.36,IRQ,Middle East & North Africa,Upper middle income,0
2019,iceland,4,7.49,1.38,1.62,1.03,0.59,0.35,0.12,2.4,ISL,Europe & Central Asia,High income,0
2019,israel,13,7.14,1.28,1.46,1.03,0.37,0.26,0.08,2.67,ISR,Middle East & North Africa,High income,1
2019,italy,36,6.22,1.29,1.49,1.04,0.23,0.16,0.03,1.98,ITA,Europe & Central Asia,High income,1
2019,jamaica,56,5.89,0.83,1.48,0.83,0.49,0.11,0.03,2.13,JAM,Latin America & Caribbean,Upper middle income,0
2019,jordan,101,4.91,0.84,1.23,0.82,0.38,0.11,0.13,1.41,JOR,Middle East & North Africa,Upper middle income,0
2019,japan,58,5.89,1.33,1.42,1.09,0.45,0.07,0.14,1.4,JPN,East Asia & Pacific,High income,1
2019,kazakhstan,60,5.81,1.17,1.51,0.73,0.41,0.15,0.1,1.75,KAZ,Europe & Central Asia,Upper middle income,0
2019,kenya,121,4.51,0.51,0.98,0.58,0.43,0.37,0.05,1.58,KEN,Sub-Saharan Africa,Lower middle income,0
2019,kyrgyz republic,86,5.26,0.55,1.44,0.72,0.51,0.3,0.02,1.72,KGZ,Europe & Central Asia,Lower middle income,0
2019,cambodia,109,4.7,0.57,1.12,0.64,0.61,0.23,0.06,1.46,KHM,East Asia & Pacific,Lower middle income,0
2019,korea,54,5.9,1.3,1.22,1.04,0.16,0.18,0.06,1.95,KOR,East Asia & Pacific,High income,1
2019,kuwait,51,6.02,1.5,1.32,0.81,0.49,0.14,0.1,1.66,KWT,Middle East & North Africa,High income,0
2019,lao pdr,105,4.8,0.76,1.03,0.55,0.55,0.27,0.16,1.47,LAO,East Asia & Pacific,Lower middle income,0
2019,lebanon,91,5.2,0.99,1.22,0.82,0.22,0.17,0.03,1.76,LBN,Middle East & North Africa,Upper middle income,0
2019,liberia,141,3.98,0.07,0.92,0.44,0.37,0.23,0.03,1.9,LBR,Sub-Saharan Africa,Low income,0
2019,libya,72,5.53,1.04,1.3,0.67,0.42,0.13,0.15,1.8,LBY,Middle East & North Africa,Upper middle income,0
2019,sri lanka,130,4.37,0.95,1.27,0.83,0.47,0.24,0.05,0.56,LKA,South Asia,Upper middle income,0
2019,lesotho,144,3.8,0.49,1.17,0.17,0.36,0.11,0.09,1.42,LSO,Sub-Saharan Africa,Lower middle income,0
2019,lithuania,42,6.15,1.24,1.52,0.82,0.29,0.04,0.04,2.2,LTU,Europe & Central Asia,High income,1
2019,luxembourg,14,7.09,1.61,1.48,1.01,0.53,0.19,0.32,1.95,LUX,Europe & Central Asia,High income,1
2019,latvia,53,5.94,1.19,1.47,0.81,0.26,0.08,0.06,2.07,LVA,Europe & Central Asia,High income,1
2019,morocco,89,5.21,0.8,0.78,0.78,0.42,0.04,0.08,2.31,MAR,Middle East & North Africa,Lower middle income,0
2019,moldova,71,5.53,0.69,1.33,0.74,0.25,0.18,0.0,2.35,MDA,Europe & Central Asia,Lower middle income,0
2019,madagascar,143,3.93,0.27,0.92,0.56,0.15,0.17,0.04,1.83,MDG,Sub-Saharan Africa,Low income,0
2019,mexico,23,6.6,1.07,1.32,0.86,0.43,0.07,0.07,2.76,MEX,Latin America & Caribbean,Upper middle income,1
2019,north macedonia,84,5.27,0.98,1.29,0.84,0.35,0.19,0.03,1.6,MKD,Europe & Central Asia,Upper middle income,0
2019,mali,128,4.39,0.39,1.11,0.31,0.33,0.15,0.05,2.06,MLI,Sub-Saharan Africa,Low income,0
2019,malta,22,6.73,1.3,1.52,1.0,0.56,0.38,0.15,1.82,MLT,Middle East & North Africa,High income,0
2019,myanmar,131,4.36,0.71,1.18,0.56,0.53,0.57,0.17,0.65,MMR,East Asia & Pacific,Lower middle income,0
2019,montenegro,73,5.52,1.05,1.36,0.87,0.2,0.14,0.08,1.82,MNE,Europe & Central Asia,Upper middle income,0
2019,mongolia,83,5.29,0.95,1.53,0.67,0.32,0.24,0.04,1.55,MNG,East Asia & Pacific,Lower middle income,0
2019,mozambique,123,4.47,0.2,0.99,0.39,0.49,0.2,0.14,2.06,MOZ,Sub-Saharan Africa,Low income,0
2019,mauritania,122,4.49,0.57,1.17,0.49,0.07,0.11,0.09,2.0,MRT,Sub-Saharan Africa,Lower middle income,0
2019,mauritius,57,5.89,1.12,1.4,0.8,0.5,0.22,0.06,1.8,MUS,Sub-Saharan Africa,Upper middle income,0
2019,malawi,150,3.41,0.19,0.56,0.5,0.44,0.22,0.09,1.41,MWI,Sub-Saharan Africa,Low income,0
2019,malaysia,80,5.34,1.22,1.17,0.83,0.51,0.26,0.02,1.33,MYS,East Asia & Pacific,Upper middle income,0
2019,namibia,113,4.64,0.88,1.31,0.48,0.4,0.07,0.06,1.44,NAM,Sub-Saharan Africa,Upper middle income,0
2019,niger,114,4.63,0.14,0.77,0.37,0.32,0.19,0.1,2.74,NER,Sub-Saharan Africa,Low income,0
2019,nigeria,85,5.27,0.7,1.11,0.25,0.43,0.22,0.04,2.53,NGA,Sub-Saharan Africa,Lower middle income,0
2019,nicaragua,45,6.11,0.69,1.33,0.84,0.44,0.2,0.13,2.49,NIC,Latin America & Caribbean,Lower middle income,0
2019,netherlands,5,7.49,1.4,1.52,1.0,0.56,0.32,0.3,2.39,NLD,Europe & Central Asia,High income,1
2019,norway,3,7.55,1.49,1.58,1.03,0.6,0.27,0.34,2.24,NOR,Europe & Central Asia,High income,1
2019,nepal,100,4.91,0.45,1.23,0.68,0.44,0.29,0.09,1.75,NPL,South Asia,Low income,0
2019,new zealand,8,7.31,1.3,1.56,1.03,0.59,0.33,0.38,2.13,NZL,East Asia & Pacific,High income,1
2019,pakistan,67,5.65,0.68,0.89,0.54,0.31,0.22,0.1,2.92,PAK,South Asia,Lower middle income,0
2019,panama,31,6.32,1.15,1.44,0.91,0.52,0.11,0.05,2.14,PAN,Latin America & Caribbean,High income,0
2019,peru,65,5.7,0.96,1.27,0.85,0.46,0.08,0.03,2.04,PER,Latin America & Caribbean,Upper middle income,0
2019,philippines,69,5.63,0.81,1.29,0.66,0.56,0.12,0.11,2.09,PHL,East Asia & Pacific,Lower middle income,0
2019,poland,40,6.18,1.21,1.44,0.88,0.48,0.12,0.05,2.0,POL,Europe & Central Asia,High income,1
2019,portugal,66,5.69,1.22,1.43,1.0,0.51,0.05,0.03,1.46,PRT,Europe & Central Asia,High income,1
2019,paraguay,63,5.74,0.86,1.48,0.78,0.51,0.18,0.08,1.86,PRY,Latin America & Caribbean,Upper middle income,0
2019,qatar,29,6.37,1.68,1.31,0.87,0.56,0.22,0.17,1.56,QAT,Middle East & North Africa,High income,0
2019,romania,48,6.07,1.16,1.23,0.83,0.46,0.08,0.01,2.3,ROU,Europe & Central Asia,Upper middle income,0
2019,russia,68,5.65,1.18,1.45,0.73,0.33,0.08,0.03,1.84,RUS,Europe & Central Asia,Upper middle income,0
2019,rwanda,152,3.33,0.36,0.71,0.61,0.56,0.22,0.41,0.47,RWA,Sub-Saharan Africa,Low income,0
2019,saudi arabia,28,6.38,1.4,1.36,0.8,0.44,0.08,0.13,2.17,SAU,Middle East & North Africa,High income,0
2019,senegal,111,4.68,0.45,1.13,0.57,0.29,0.15,0.07,2.01,SEN,Sub-Saharan Africa,Lower middle income,0
2019,singapore,34,6.26,1.57,1.46,1.14,0.56,0.27,0.45,0.81,SGP,East Asia & Pacific,High income,0
2019,sierra leone,129,4.37,0.27,0.84,0.24,0.31,0.25,0.05,2.42,SLE,Sub-Saharan Africa,Low income,0
2019,el salvador,35,6.25,0.79,1.24,0.79,0.43,0.09,0.07,2.83,SLV,Latin America & Caribbean,Lower middle income,0
2019,somalia,112,4.67,0.0,0.7,0.27,0.56,0.24,0.27,2.63,SOM,Sub-Saharan Africa,Low income,0
2019,serbia,70,5.6,1.0,1.38,0.85,0.28,0.14,0.04,1.9,SRB,Europe & Central Asia,Upper middle income,0
2019,south sudan,156,2.85,0.31,0.58,0.3,0.01,0.2,0.09,1.37,SSD,Sub-Saharan Africa,Low income,0
2019,slovak republic,38,6.2,1.25,1.5,0.88,0.33,0.12,0.01,2.1,SVK,Europe & Central Asia,High income,1
2019,slovenia,44,6.12,1.26,1.52,0.95,0.56,0.14,0.06,1.62,SVN,Europe & Central Asia,High income,1
2019,sweden,7,7.34,1.39,1.49,1.01,0.57,0.27,0.37,2.25,SWE,Europe & Central Asia,High income,1
2019,eswatini,135,4.21,0.81,1.15,0.0,0.31,0.07,0.14,1.73,SWZ,Sub-Saharan Africa,Lower middle income,0
2019,syrian arab republic,149,3.46,0.62,0.38,0.44,0.01,0.33,0.14,1.54,SYR,Middle East & North Africa,Low income,0
2019,chad,132,4.35,0.35,0.77,0.19,0.17,0.2,0.08,2.59,TCD,Sub-Saharan Africa,Low income,0
2019,togo,139,4.09,0.28,0.57,0.41,0.29,0.18,0.09,2.27,TGO,Sub-Saharan Africa,Low income,0
2019,thailand,52,6.01,1.05,1.41,0.83,0.56,0.36,0.03,1.78,THA,East Asia & Pacific,Upper middle income,0
2019,tajikistan,74,5.47,0.49,1.1,0.72,0.39,0.23,0.14,2.4,TJK,Europe & Central Asia,Low income,0
2019,turkmenistan,87,5.25,1.05,1.54,0.66,0.39,0.24,0.03,1.33,TKM,Europe & Central Asia,Upper middle income,0
2019,tunisia,124,4.46,0.92,1.0,0.82,0.17,0.06,0.06,1.44,TUN,Middle East & North Africa,Lower middle income,0
2019,turkey,79,5.37,1.18,1.36,0.81,0.2,0.08,0.11,1.64,TUR,Europe & Central Asia,Upper middle income,1
2019,tanzania,153,3.23,0.48,0.89,0.5,0.42,0.28,0.15,0.53,TZA,Sub-Saharan Africa,Low income,0
2019,uganda,136,4.19,0.33,1.07,0.44,0.36,0.25,0.06,1.68,UGA,Sub-Saharan Africa,Low income,0
2019,ukraine,133,4.33,0.82,1.39,0.74,0.18,0.19,0.01,1.01,UKR,Europe & Central Asia,Lower middle income,0
2019,uruguay,33,6.29,1.12,1.47,0.89,0.52,0.13,0.15,2.01,URY,Latin America & Caribbean,High income,0
2019,united states,19,6.89,1.43,1.46,0.87,0.45,0.28,0.13,2.27,USA,North America,High income,1
2019,uzbekistan,41,6.17,0.75,1.53,0.76,0.63,0.32,0.24,1.95,UZB,Europe & Central Asia,Lower middle income,0
2019,venezuela,108,4.71,0.96,1.43,0.81,0.15,0.06,0.05,1.25,VEN,Latin America & Caribbean,Upper middle income,0
2019,vietnam,94,5.18,0.74,1.35,0.85,0.54,0.15,0.07,1.47,VNM,East Asia & Pacific,Lower middle income,0
2019,kosovo,46,6.1,0.88,1.23,0.76,0.49,0.26,0.01,2.47,XKX,Europe & Central Asia,Upper middle income,0
2019,yemen,151,3.38,0.29,1.16,0.46,0.14,0.11,0.08,1.14,YEM,Middle East & North Africa,Low income,0
2019,south africa,106,4.72,0.96,1.35,0.47,0.39,0.13,0.06,1.37,ZAF,Sub-Saharan Africa,Upper middle income,0
2019,zambia,138,4.11,0.58,1.06,0.43,0.43,0.25,0.09,1.28,ZMB,Sub-Saharan Africa,Lower middle income,0
2019,zimbabwe,146,3.66,0.37,1.11,0.43,0.36,0.15,0.09,1.15,ZWE,Sub-Saharan Africa,Lower middle income,0
